LIMIT_BAL,CHECKING_ACCOUNT,EDUCATION,MARRIAGE,AGE,BILL_AMT,PAY_AMT,DEFAULT
42154,No,3.Graduate School,Single,36,341.7485,341.7485,0
33121,No,2.University,Married,51,14128.2142,602.2,0
51187,No,1.High School,Married,48,95.1476,95.1476,0
51187,No,2.University,Married,48,41310.6189,1624.7356,0
54198,Yes,2.University,Single,25,1735.8415,378.4827,0
42154,No,2.University,Married,41,33626.5469,1686.16,0
6022,Yes,2.University,Married,49,4017.2762,607.6198,0
15055,Yes,2.University,Single,28,14909.8698,758.1698,0
90330,Yes,1.High School,Single,29,8458.5012,8458.5012,0
21077,Yes,2.University,Single,26,13127.96,602.2,0
60220,Yes,1.High School,Single,49,5706.1461,5706.1461,0
60220,Yes,3.Graduate School,Married,34,2045.6734,2045.6734,0
15055,Yes,3.Graduate School,Single,22,89.4267,89.4267,0
6022,Yes,2.University,Single,26,3238.9327,3238.9327,0
60220,No,3.Graduate School,Married,38,221.3085,221.3085,0
36132,Yes,3.Graduate School,Single,35,22878.7824,0,1
66242,Yes,2.University,Married,49,51396.8667,2283.2413,0
189693,No,3.Graduate School,Single,40,133799.807,5419.8,0
90330,Yes,3.Graduate School,Single,34,1505.5,1505.5,0
3011,Yes,2.University,Single,49,1508.8121,0,1
84308,Yes,3.Graduate School,Married,39,1761.7361,301.1,0
39143,No,3.Graduate School,Single,30,1690.9776,349.5771,0
9033,Yes,1.High School,Married,28,5745.8913,602.2,0
15055,Yes,2.University,Married,27,3251.88,343.254,0
21077,Yes,1.High School,Married,38,7702.4391,383.3003,0
24088,No,2.University,Single,29,12928.6318,632.31,0
6022,Yes,2.University,Married,22,5763.9573,903.3,0
141517,Yes,2.University,Single,32,40192.6346,1505.5,0
78286,Yes,2.University,Married,37,75681.7861,3613.2,0
45165,Yes,3.Graduate School,Single,25,591.0593,591.0593,0
36132,No,3.Graduate School,Married,46,5216.5575,963.52,0
6022,Yes,2.University,Married,47,5224.6872,385.408,0
15055,No,1.High School,Single,22,11513.7629,451.65,0
54198,Yes,2.University,Single,27,38504.9691,1806.6,0
108396,No,2.University,Married,44,2817.6938,2817.6938,0
54198,Yes,2.University,Single,30,4638.1444,451.65,0
81297,Yes,3.Graduate School,Married,42,376.375,0,1
21077,No,3.Graduate School,Single,28,20989.9821,903.3,0
15055,Yes,2.University,Married,54,3447.2939,346.265,0
105385,No,2.University,Married,37,88.5234,88.5234,0
60220,No,3.Graduate School,Married,58,59006.567,2355.2042,0
24088,No,1.High School,Single,26,21061.0417,0,1
18066,Yes,2.University,Married,31,14824.9596,903.3,0
9033,No,3.Graduate School,Married,52,5053.6624,391.43,0
33121,Yes,3.Graduate School,Single,36,30346.0624,1385.06,0
90330,Yes,3.Graduate School,Single,27,25218.3294,25218.3294,0
15055,Yes,1.High School,Married,22,9433.1619,2709.9,0
150550,No,3.Graduate School,Single,39,3562.9163,3562.9163,0
108396,No,3.Graduate School,Single,36,62720.6355,62720.6355,0
6022,Yes,2.University,Married,39,3378.6431,1059.872,0
66242,No,3.Graduate School,Married,39,45467.3044,30110,0
6022,Yes,2.University,Single,22,4720.3447,1505.5,0
18066,No,2.University,Married,37,9028.7846,110.2026,0
51187,Yes,3.Graduate School,Single,30,385.408,301.1,0
60220,Yes,2.University,Married,26,13609.72,541.98,0
42154,Yes,1.High School,Single,23,11072.0492,602.2,0
54198,Yes,2.University,Single,24,31736.8433,0,1
6022,No,1.High School,Married,51,4768.5207,380.5904,0
15055,Yes,3.Graduate School,Single,23,9846.8733,464.8984,0
30110,Yes,2.University,Married,25,6034.9473,602.2,0
21077,Yes,2.University,Married,44,1999.9062,752.75,0
141517,No,3.Graduate School,Single,33,3485.5336,3485.5336,0
90330,Yes,3.Graduate School,Married,45,3013.7099,3013.7099,0
60220,Yes,3.Graduate School,Single,26,1939.084,1939.084,0
45165,Yes,2.University,Married,41,23478.2725,1211.3253,0
66242,Yes,2.University,Single,25,50429.7335,2050.1899,0
126462,No,3.Graduate School,Single,31,169.5193,169.5193,0
63231,Yes,2.University,Single,45,617.255,617.255,0
135495,No,1.High School,Married,58,1878.5629,1878.5629,0
72264,No,2.University,Married,30,2290.7688,2290.7688,0
126462,Yes,2.University,Single,25,36798.0332,30110,0
9033,Yes,1.High School,Single,24,4405.093,4405.093,0
15055,No,2.University,Single,37,14651.2249,638.332,0
69253,No,1.High School,Single,27,3011,3011,0
60220,No,3.Graduate School,Single,31,2040.5547,572.09,0
69253,Yes,2.University,Single,28,5319.5337,1806.6,0
39143,Yes,2.University,Single,24,35625.8509,1495.2626,0
27099,Yes,3.Graduate School,Single,33,26494.6923,2709.9,0
36132,No,3.Graduate School,Single,27,95.1476,95.1476,0
60220,No,3.Graduate School,Single,42,222.814,222.814,0
6022,Yes,2.University,Single,32,5176.8123,0,1
63231,Yes,3.Graduate School,Married,37,23481.2835,1114.07,0
21077,Yes,2.University,Married,42,15649.6725,662.42,0
69253,No,2.University,Single,32,56914.8253,2709.9,0
9033,No,2.University,Single,44,6378.2013,360.1156,0
30110,No,3.Graduate School,Single,31,9914.6208,0,1
63231,No,2.University,Single,33,57688.3512,2559.35,0
15055,No,2.University,Single,54,14117.0735,0,1
21077,Yes,3.Graduate School,Single,24,15852.915,1505.5,0
63231,Yes,3.Graduate School,Married,33,4872.4002,372.1596,0
12044,No,3.Graduate School,Single,24,8485.6002,0,1
24088,Yes,2.University,Single,25,20453.723,0,1
63231,Yes,3.Graduate School,Married,37,220.4052,220.4052,0
6022,Yes,2.University,Single,23,1047.2258,1047.2258,0
3011,No,1.High School,Single,34,2548.5104,646.7628,0
12044,Yes,2.University,Married,25,3705.6377,457.672,0
87319,Yes,3.Graduate School,Single,33,146.3346,146.3346,0
6022,No,2.University,Single,25,4109.4128,451.65,0
6022,No,2.University,Married,32,5460.1474,485.6743,0
150550,No,2.University,Married,42,1058.6676,1058.6676,0
27099,Yes,1.High School,Single,24,62.3277,62.3277,0
15055,Yes,2.University,Married,37,316.155,0,1
36132,No,3.Graduate School,Single,36,8507.5805,1354.95,0
60220,Yes,3.Graduate School,Single,27,46879.1623,2166.1134,0
90330,Yes,2.University,Married,50,942.7441,942.7441,0
27099,Yes,2.University,Single,24,6679.6024,1505.5,0
27099,No,2.University,Married,27,21254.9501,776.838,0
54198,Yes,2.University,Married,39,44.5628,44.5628,0
30110,No,3.Graduate School,Married,45,3830.8953,809.3568,0
108396,No,3.Graduate School,Married,36,4020.2872,602.2,0
69253,No,2.University,Single,39,98.1586,98.1586,0
33121,Yes,1.High School,Single,29,31457.1214,1595.83,0
63231,No,2.University,Single,37,41860.4275,1967.3874,0
60220,No,2.University,Single,26,3558.0987,3558.0987,0
15055,No,2.University,Single,44,5721.5022,348.9749,0
150550,No,2.University,Married,40,18400.5221,800.6249,0
9033,Yes,3.Graduate School,Single,25,1497.0692,330.9089,0
102374,Yes,2.University,Married,36,46758.7223,2139.6166,0
108396,No,3.Graduate School,Single,32,117.1279,117.1279,0
69253,No,3.Graduate School,Single,32,14205.2958,3047.132,0
18066,No,2.University,Married,41,12524.8567,1526.577,0
15055,Yes,3.Graduate School,Single,29,3957.9595,843.08,0
48176,No,1.High School,Single,52,47382.3004,1964.6775,0
18066,Yes,1.High School,Single,48,11818.7772,511.87,0
48176,No,2.University,Single,43,2151.6606,2151.6606,0
54198,Yes,3.Graduate School,Single,25,375.1706,375.1706,0
51187,No,2.University,Married,36,19476.0513,602.2,0
39143,Yes,2.University,Married,34,18442.9772,680.486,0
54198,Yes,2.University,Single,48,916.5484,916.5484,0
6022,No,3.Graduate School,Single,27,1797.8681,0,1
69253,Yes,2.University,Married,43,2526.8312,389.9245,0
93341,Yes,2.University,Married,39,2021.2843,347.7705,0
105385,No,3.Graduate School,Married,70,21150.4684,1015.0081,0
15055,Yes,3.Graduate School,Single,24,105.6861,105.6861,0
54198,Yes,3.Graduate School,Married,27,23607.1433,782.86,0
60220,Yes,2.University,Single,33,53743.6401,2378.69,0
6022,No,1.High School,Married,34,5047.0382,386.6124,0
45165,Yes,2.University,Married,31,234.5569,234.5569,0
15055,Yes,2.University,Single,25,14289.0016,540.1734,0
57209,No,1.High School,Married,49,53915.5682,1505.5,0
87319,Yes,3.Graduate School,Single,27,73394.0283,4968.15,0
126462,No,2.University,Married,39,35560.8133,1716.27,0
18066,No,2.University,Single,40,3294.034,451.65,0
27099,Yes,3.Graduate School,Single,27,25015.6891,1053.85,0
9033,Yes,3.Graduate School,Single,27,8810.4871,541.98,0
6022,No,2.University,Single,35,3442.7774,0,1
27099,Yes,2.University,Married,25,26813.5572,1264.62,0
36132,No,3.Graduate School,Single,27,6603.123,511.87,0
108396,Yes,2.University,Married,50,206.5546,206.5546,0
96352,Yes,3.Graduate School,Married,34,7151.125,7151.125,0
6022,No,2.University,Single,25,5913.0018,1023.74,0
69253,Yes,3.Graduate School,Single,29,19471.2337,933.41,0
15055,No,1.High School,Married,44,5227.9993,602.2,0
15055,No,1.High School,Married,48,10197.6548,10197.6548,0
12044,Yes,1.High School,Single,24,210.1678,0,1
36132,Yes,1.High School,Married,27,117.429,117.429,0
39143,Yes,2.University,Single,25,476.6413,476.6413,0
33121,Yes,1.High School,Single,28,26328.7862,1204.4,0
6022,No,2.University,Single,22,2393.1428,0,1
36132,Yes,1.High School,Married,30,34600.9065,1257.9958,0
72264,Yes,2.University,Married,44,2245.6038,2245.6038,0
15055,Yes,2.University,Single,23,9970.3243,937.3243,0
150550,Yes,3.Graduate School,Single,42,555.2284,555.2284,0
51187,No,2.University,Married,48,28991.1124,1316.1081,0
69253,Yes,2.University,Married,29,9397.0299,602.2,0
33121,No,3.Graduate School,Single,28,12589.5932,0,1
102374,No,3.Graduate School,Married,52,10132.6172,10132.6172,0
15055,No,3.Graduate School,Single,37,11589.9412,594.9736,0
93341,No,3.Graduate School,Married,50,95.1476,95.1476,0
15055,Yes,1.High School,Married,31,12051.5275,852.113,0
72264,Yes,1.High School,Married,38,34143.5356,2860.45,0
15055,Yes,2.University,Married,48,3993.1882,760.5786,0
45165,Yes,3.Graduate School,Single,34,3976.3266,3976.3266,0
42154,No,2.University,Single,44,31621.8231,1204.4,0
9033,Yes,1.High School,Married,56,7467.28,2709.9,0
90330,Yes,3.Graduate School,Married,30,25483.8996,903.3,0
15055,No,3.Graduate School,Single,29,792.4952,301.1,0
84308,Yes,2.University,Married,37,9076.3584,456.1665,0
9033,Yes,3.Graduate School,Married,27,92.1366,92.1366,0
9033,Yes,2.University,Single,23,1683.4501,1082.7556,0
54198,No,1.High School,Married,45,7379.3588,451.65,0
45165,No,2.University,Married,33,3465.661,903.6011,0
33121,Yes,2.University,Married,40,25719.3598,1114.07,0
69253,Yes,1.High School,Married,43,1153.8152,1153.8152,0
69253,Yes,2.University,Single,25,28450.6379,1354.95,0
36132,Yes,2.University,Married,38,2188.997,2188.997,0
72264,Yes,2.University,Married,42,10995.8709,4516.5,0
15055,Yes,1.High School,Single,40,1976.1193,382.6981,0
15055,Yes,3.Graduate School,Single,70,14597.328,0,1
15055,Yes,2.University,Married,32,14818.0343,914.4407,0
30110,No,1.High School,Single,52,22055.2739,837.3591,0
165605,No,3.Graduate School,Single,31,11714.8977,607.6198,0
135495,Yes,2.University,Single,36,1911.985,1911.985,0
24088,Yes,2.University,Married,50,778.9457,778.9457,0
15055,Yes,1.High School,Married,48,1802.6857,602.2,0
54198,No,2.University,Married,44,21075.1934,2408.8,0
72264,No,3.Graduate School,Single,35,3262.4185,3262.4185,0
144528,Yes,2.University,Married,35,3321.4341,0,1
45165,Yes,2.University,Married,37,239.0734,0,1
33121,Yes,3.Graduate School,Single,29,32953.2873,2362.1295,0
72264,No,3.Graduate School,Single,30,2193.2124,2193.2124,0
15055,No,3.Graduate School,Single,33,14896.6214,726.2532,0
36132,No,2.University,Single,27,743.4159,743.4159,0
75275,Yes,2.University,Single,26,3130.5367,602.2,0
48176,No,3.Graduate School,Married,51,23317.4851,0,1
81297,Yes,3.Graduate School,Married,37,79.4904,79.4904,0
117429,Yes,2.University,Single,42,12648.0066,12648.0066,0
63231,Yes,2.University,Married,43,24790.1652,1204.4,0
9033,Yes,2.University,Single,23,7871.6573,903.9022,0
90330,Yes,1.High School,Married,30,4527.0385,4527.0385,0
57209,Yes,1.High School,Married,38,31041.9045,4516.5,0
39143,Yes,3.Graduate School,Married,35,96.6531,96.6531,0
108396,No,2.University,Married,44,41722.2226,1505.5,0
96352,No,3.Graduate School,Married,35,781.0534,781.0534,0
57209,Yes,2.University,Single,25,31766.05,2593.6754,0
27099,Yes,2.University,Single,33,538.3668,301.1,0
9033,Yes,3.Graduate School,Single,26,242.9877,242.9877,0
12044,Yes,3.Graduate School,Single,26,4096.1644,451.65,0
51187,No,2.University,Single,36,624.4814,624.4814,0
54198,No,3.Graduate School,Single,37,9539.1491,3011,0
6022,No,1.High School,Married,63,5103.9461,421.54,0
45165,Yes,1.High School,Married,48,12307.1614,1204.4,0
15055,Yes,2.University,Married,47,13588.0408,709.0905,0
42154,Yes,1.High School,Married,31,27878.2468,1505.5,0
15055,No,1.High School,Single,31,10131.4128,471.5226,0
60220,No,3.Graduate School,Single,34,23012.7719,3011,0
30110,Yes,3.Graduate School,Married,43,6916.5681,6916.5681,0
75275,Yes,3.Graduate School,Single,32,9060.099,613.6418,0
24088,Yes,3.Graduate School,Single,38,134.2906,134.2906,0
24088,No,1.High School,Single,29,14356.448,629.6001,0
15055,No,2.University,Married,49,14979.4239,903.3,0
9033,Yes,1.High School,Single,40,6931.322,0,1
9033,Yes,1.High School,Married,47,1546.7507,1546.7507,0
60220,No,3.Graduate School,Married,34,186.0798,186.0798,0
6022,No,2.University,Single,44,5403.8417,414.0125,0
15055,No,1.High School,Married,72,10975.9983,574.4988,0
15055,No,2.University,Married,48,12312.5812,566.068,0
15055,Yes,3.Graduate School,Single,27,10816.1142,0,1
66242,No,2.University,Married,44,54305.4927,2107.7,0
15055,No,3.Graduate School,Married,40,10872.721,662.42,0
51187,No,3.Graduate School,Single,26,455.2632,455.2632,0
30110,Yes,1.High School,Married,31,516.6876,516.6876,0
45165,Yes,3.Graduate School,Single,29,25188.2194,2258.25,0
15055,No,3.Graduate School,Single,28,12305.957,602.2,0
6022,Yes,1.High School,Single,22,1803.8901,337.5331,0
9033,Yes,2.University,Married,39,67.1453,67.1453,0
27099,Yes,3.Graduate School,Single,27,1910.7806,1910.7806,0
84308,No,3.Graduate School,Married,40,661.2156,661.2156,0
27099,Yes,2.University,Married,36,15117.0266,602.2,0
60220,No,2.University,Married,42,10787.5097,13.2484,0
6022,No,1.High School,Single,40,4674.8786,934.3133,0
15055,No,2.University,Married,51,14852.0586,914.1396,0
132484,No,3.Graduate School,Married,37,2519.9059,2519.9059,0
90330,No,3.Graduate School,Single,31,1626.2411,1626.2411,0
87319,Yes,3.Graduate School,Married,50,38765.7217,2107.7,0
15055,Yes,2.University,Single,24,8970.3712,451.65,0
45165,Yes,2.University,Single,29,1422.3964,367.9442,0
36132,Yes,2.University,Single,30,5290.6281,408.8938,0
69253,Yes,3.Graduate School,Married,61,434.4873,434.4873,0
54198,Yes,2.University,Married,28,37822.0743,1595.83,0
6022,No,2.University,Single,23,5376.1405,647.365,0
87319,Yes,3.Graduate School,Single,24,4543.599,4543.599,0
45165,Yes,3.Graduate School,Single,27,183.671,183.671,0
57209,Yes,2.University,Single,53,40105.9178,1896.93,0
75275,No,1.High School,Married,47,560.9493,560.9493,0
54198,Yes,1.High School,Married,45,119.2356,119.2356,0
24088,No,3.Graduate School,Single,25,378.4827,378.4827,0
90330,No,3.Graduate School,Single,31,871.3834,871.3834,0
15055,Yes,1.High School,Married,51,6593.7889,632.31,0
21077,Yes,3.Graduate School,Married,40,12200.2709,480.8567,0
45165,Yes,3.Graduate School,Single,30,13158.07,3011,0
6022,No,1.High School,Single,32,1807.2022,722.64,0
69253,No,3.Graduate School,Single,35,36078.7053,1746.38,0
93341,Yes,2.University,Married,29,23404.503,1204.4,0
69253,Yes,3.Graduate School,Single,36,92.1366,92.1366,0
60220,Yes,3.Graduate School,Married,40,2428.0704,2428.0704,0
30110,Yes,3.Graduate School,Single,30,9907.0933,1505.5,0
54198,No,1.High School,Married,33,46983.0418,0,1
117429,Yes,3.Graduate School,Married,38,50434.5511,2709.9,0
15055,Yes,2.University,Married,26,13104.4742,692.53,0
51187,No,3.Graduate School,Single,37,404.3773,404.3773,0
75275,Yes,2.University,Married,45,11289.4434,752.75,0
15055,Yes,1.High School,Married,40,14449.789,0,1
75275,Yes,3.Graduate School,Single,36,40286.8789,1505.5,0
27099,No,3.Graduate School,Single,27,17432.7867,843.08,0
108396,No,2.University,Single,29,35977.5357,6035.8506,0
99363,Yes,3.Graduate School,Single,26,11539.0553,666.3343,0
18066,Yes,2.University,Married,42,15302.2031,0,1
3011,Yes,1.High School,Single,42,1705.7315,383.9025,0
21077,No,2.University,Married,41,10815.8131,602.2,0
39143,Yes,1.High School,Married,33,37722.7113,1535.61,0
39143,No,3.Graduate School,Single,27,21702.9869,613.9429,0
24088,Yes,2.University,Single,29,22733.05,801.2271,0
114418,No,3.Graduate School,Single,41,107704.3733,8551.24,0
6022,Yes,2.University,Single,23,5244.2587,370.353,0
27099,No,3.Graduate School,Single,32,447.1335,447.1335,0
48176,No,2.University,Single,29,2016.1656,2016.1656,0
75275,Yes,2.University,Married,31,12965.6671,1204.4,0
36132,Yes,3.Graduate School,Single,27,24327.3745,903.3,0
78286,Yes,2.University,Married,40,77900.592,6024.4088,0
3011,No,2.University,Single,38,316.155,0,1
18066,Yes,2.University,Married,29,16413.2621,7380.2621,0
15055,No,2.University,Single,27,5658.8734,394.7421,0
39143,No,1.High School,Married,34,1784.6197,397.7531,0
39143,No,3.Graduate School,Single,34,9204.3259,602.8022,0
24088,Yes,2.University,Married,36,6348.3924,407.0872,0
87319,Yes,3.Graduate School,Married,33,564.5625,0,1
150550,No,3.Graduate School,Single,33,620.8682,620.8682,0
39143,Yes,3.Graduate School,Single,26,6367.0606,0,1
9033,Yes,3.Graduate School,Single,27,7395.9193,451.65,0
6022,Yes,3.Graduate School,Single,24,2600.6007,301.1,0
21077,Yes,2.University,Single,26,2481.3651,602.2,0
60220,No,3.Graduate School,Single,27,1092.993,1092.993,0
15055,Yes,2.University,Married,46,432.3796,432.3796,0
108396,No,2.University,Married,56,368.5464,368.5464,0
15055,Yes,1.High School,Married,56,10526.7571,724.7477,0
15055,No,2.University,Single,25,2084.2142,0,1
24088,Yes,2.University,Married,37,5086.4823,662.42,0
99363,Yes,3.Graduate School,Married,47,4212.389,4212.389,0
15055,No,2.University,Single,26,8677.702,602.2,0
24088,No,1.High School,Married,48,21163.4157,1107.7469,0
9033,Yes,1.High School,Married,48,8140.2385,602.2,0
48176,No,2.University,Married,28,20163.1615,1763.2416,0
24088,Yes,3.Graduate School,Single,22,3462.9511,3462.9511,0
120440,No,2.University,Married,34,17098.8668,1806.6,0
66242,No,2.University,Married,60,481.1578,481.1578,0
12044,Yes,2.University,Married,25,7324.5586,1023.74,0
84308,Yes,2.University,Single,27,46306.4701,3034.1847,0
33121,No,2.University,Single,26,31190.0457,2717.7286,0
54198,Yes,3.Graduate School,Married,44,1700.0106,1700.0106,0
60220,Yes,3.Graduate School,Single,26,4816.3956,452.2522,0
117429,Yes,3.Graduate School,Single,33,24050.3625,1053.85,0
120440,Yes,3.Graduate School,Single,29,1811.4176,319.166,0
36132,Yes,1.High School,Single,37,486.5776,486.5776,0
84308,No,2.University,Married,33,59032.1605,2602.7084,0
69253,Yes,3.Graduate School,Single,27,32475.7427,1302.5586,0
84308,Yes,3.Graduate School,Married,36,10160.9206,10160.9206,0
48176,Yes,2.University,Married,35,352.8892,352.8892,0
36132,No,1.High School,Married,47,202.0381,202.0381,0
90330,Yes,1.High School,Married,31,99.6641,99.6641,0
6022,Yes,3.Graduate School,Single,31,79.4904,79.4904,0
135495,No,3.Graduate School,Single,31,1092.6919,1092.6919,0
75275,No,2.University,Married,30,8721.3615,8721.3615,0
45165,Yes,2.University,Single,27,7381.4665,518.7953,0
42154,No,2.University,Single,35,20093.6074,1269.1365,0
150550,Yes,3.Graduate School,Single,46,49229.85,49229.85,0
15055,No,2.University,Single,53,5867.2346,400.1619,0
60220,Yes,2.University,Single,27,50028.6683,0,1
45165,Yes,2.University,Single,37,25496.8469,1505.5,0
24088,No,3.Graduate School,Single,23,17988.9184,767.805,0
48176,No,3.Graduate School,Married,40,170.7237,170.7237,0
54198,Yes,2.University,Married,44,241.7833,241.7833,0
81297,Yes,3.Graduate School,Married,32,9322.056,9322.056,0
54198,Yes,3.Graduate School,Single,41,7466.3767,304.7132,0
36132,No,3.Graduate School,Married,54,117.429,117.429,0
33121,Yes,3.Graduate School,Single,29,13844.578,602.2,0
60220,Yes,1.High School,Single,30,50201.1986,2411.5099,0
21077,Yes,1.High School,Married,23,826.8206,826.8206,0
15055,No,1.High School,Married,32,10603.2365,610.0286,0
114418,Yes,2.University,Married,39,24678.4571,24678.4571,0
6022,No,1.High School,Married,38,5991.89,301.1,0
138506,No,3.Graduate School,Single,32,118555.7162,4516.5,0
18066,No,1.High School,Single,24,18008.791,903.3,0
60220,Yes,3.Graduate School,Married,35,4282.8464,4282.8464,0
15055,Yes,2.University,Single,37,4062.7423,0,1
6022,Yes,3.Graduate School,Single,22,5591.427,414.3136,0
87319,Yes,2.University,Married,40,77355.601,3221.77,0
48176,Yes,1.High School,Married,51,43629.39,1987.26,0
21077,Yes,2.University,Married,31,14948.7117,552.2174,0
24088,Yes,2.University,Single,40,22845.3603,993.63,0
6022,No,3.Graduate School,Single,41,5533.0136,5533.0136,0
45165,No,3.Graduate School,Single,30,330.6078,330.6078,0
78286,No,3.Graduate School,Married,43,602.2,602.2,0
93341,Yes,3.Graduate School,Single,30,88176.5328,4223.5297,0
45165,Yes,3.Graduate School,Single,33,29591.2047,1324.84,0
60220,Yes,3.Graduate School,Single,27,3361.1793,3361.1793,0
45165,No,1.High School,Single,45,30469.5134,1285.0948,0
66242,Yes,2.University,Married,54,768.7083,768.7083,0
162594,Yes,3.Graduate School,Single,34,268.5812,268.5812,0
84308,No,2.University,Single,30,56818.7744,2420.2418,0
69253,No,2.University,Single,32,13078.2785,623.8792,0
15055,No,3.Graduate School,Married,39,11079.8778,1149.2987,0
3011,No,2.University,Single,35,2409.1011,0,1
150550,No,3.Graduate School,Married,46,121588.9976,4529.4473,0
126462,Yes,2.University,Single,35,5674.8317,5674.8317,0
15055,Yes,2.University,Single,23,4606.5289,621.1693,0
48176,Yes,1.High School,Married,41,14208.3068,662.42,0
12044,Yes,2.University,Married,23,9956.7748,0,1
30110,Yes,2.University,Married,31,28265.1603,1505.5,0
15055,Yes,3.Graduate School,Single,26,12655.8352,521.8063,0
39143,Yes,1.High School,Single,32,35005.5849,6028.3231,0
9033,Yes,2.University,Single,22,8615.0732,602.2,0
42154,No,2.University,Married,34,129.473,129.473,0
63231,Yes,2.University,Married,32,46741.2585,2806.252,0
15055,No,2.University,Married,38,14197.7683,561.2504,0
93341,No,2.University,Married,29,13765.6898,6022,0
90330,Yes,3.Graduate School,Married,31,334.221,334.221,0
9033,Yes,2.University,Single,47,5142.788,481.76,0
27099,Yes,1.High School,Married,40,24606.1931,1028.5576,0
45165,Yes,2.University,Married,34,12895.8119,1204.4,0
27099,No,3.Graduate School,Single,25,9431.9575,602.2,0
30110,Yes,3.Graduate School,Single,28,214.3832,214.3832,0
63231,No,3.Graduate School,Single,31,49702.8781,2408.8,0
51187,Yes,2.University,Married,41,2920.0678,2920.0678,0
27099,Yes,2.University,Married,32,25225.8569,0,1
15055,Yes,3.Graduate School,Single,26,11505.6332,602.2,0
45165,No,3.Graduate School,Married,30,10676.1027,10676.1027,0
24088,Yes,3.Graduate School,Single,30,395.3443,395.3443,0
30110,No,2.University,Single,30,27237.8071,6022,0
75275,No,2.University,Single,31,4749.5514,452.8544,0
150550,Yes,2.University,Married,42,22531.9152,12044,0
78286,No,2.University,Single,32,28622.566,1327.851,0
15055,Yes,2.University,Married,44,117.429,117.429,0
9033,Yes,2.University,Single,22,8736.7176,624.7825,0
33121,Yes,2.University,Single,42,15357.6055,0,1
150550,No,3.Graduate School,Married,39,2835.7598,2835.7598,0
93341,Yes,3.Graduate School,Single,32,11500.5145,1204.4,0
174638,No,2.University,Married,37,26888.5311,1131.2327,0
102374,Yes,3.Graduate School,Married,36,98180.8814,48309.6884,0
108396,Yes,2.University,Married,42,1711.1513,1711.1513,0
87319,Yes,3.Graduate School,Single,29,2145.0364,2145.0364,0
9033,No,2.University,Single,36,5964.4899,0,1
24088,Yes,3.Graduate School,Single,29,6992.7464,451.65,0
51187,Yes,3.Graduate School,Single,31,373.0629,373.0629,0
30110,No,2.University,Married,42,17368.9535,903.3,0
72264,Yes,3.Graduate School,Single,29,8634.6447,1508.2099,0
72264,Yes,2.University,Single,26,53549.4306,2296.4897,0
66242,Yes,2.University,Single,35,9315.1307,604.0066,0
90330,No,3.Graduate School,Single,32,79.4904,79.4904,0
6022,No,2.University,Single,33,3064.8969,602.2,0
108396,Yes,3.Graduate School,Single,30,43212.3665,1806.6,0
141517,Yes,2.University,Single,26,51280.0399,1866.82,0
21077,Yes,2.University,Single,22,8028.8315,602.2,0
36132,Yes,3.Graduate School,Single,26,3733.64,903.3,0
15055,No,2.University,Single,35,5846.7598,451.65,0
141517,No,2.University,Married,49,48705.936,1987.26,0
39143,No,2.University,Married,49,6392.6541,903.3,0
6022,Yes,3.Graduate School,Single,24,212.8777,212.8777,0
78286,Yes,3.Graduate School,Single,36,734.0818,734.0818,0
6022,No,3.Graduate School,Married,39,199.3282,199.3282,0
90330,Yes,3.Graduate School,Single,28,50.5848,50.5848,0
138506,Yes,2.University,Single,35,135509.1517,5302.371,0
108396,Yes,2.University,Single,27,73924.5665,3125.7191,0
87319,No,3.Graduate School,Married,40,28655.3859,1204.4,0
27099,No,3.Graduate School,Married,30,13723.2347,3613.2,0
36132,No,3.Graduate School,Married,45,6596.7999,412.2059,0
66242,No,2.University,Single,30,56912.7176,2186.2871,0
66242,No,3.Graduate School,Single,34,55819.1224,93.6421,0
96352,Yes,2.University,Single,31,30623.3755,1083.96,0
27099,No,2.University,Single,39,6766.3192,903.3,0
54198,No,3.Graduate School,Married,50,20907.1796,1505.5,0
30110,No,3.Graduate School,Married,36,5662.4866,511.87,0
102374,No,2.University,Married,41,100214.8119,4549.621,0
72264,Yes,2.University,Married,41,3400.6234,301.1,0
3011,No,2.University,Single,41,2888.1512,348.3727,0
66242,Yes,3.Graduate School,Married,42,752.75,0,1
66242,Yes,3.Graduate School,Married,31,342.3507,342.3507,0
21077,Yes,1.High School,Married,57,19590.1682,788.882,0
39143,Yes,1.High School,Single,53,13753.3447,13753.3447,0
42154,Yes,2.University,Married,25,24617.0327,904.8055,0
6022,No,2.University,Single,32,1458.2273,301.1,0
27099,No,2.University,Married,29,13091.828,933.41,0
51187,Yes,1.High School,Married,37,49486.6883,2408.8,0
21077,No,3.Graduate School,Single,30,10281.3606,0,1
60220,No,3.Graduate School,Married,42,5741.0737,5741.0737,0
60220,No,2.University,Married,41,27982.4274,3011,0
30110,Yes,3.Graduate School,Single,27,26627.7785,1237.521,0
54198,No,2.University,Single,31,9898.9636,1505.5,0
69253,Yes,1.High School,Single,26,298.089,298.089,0
6022,No,1.High School,Single,50,343.254,343.254,0
150550,Yes,3.Graduate School,Married,35,10897.7123,753.9544,0
24088,Yes,1.High School,Single,40,12079.5298,752.75,0
69253,No,2.University,Married,29,18141.275,1505.5,0
58437,Yes,2.University,Single,24,7519.6714,7519.6714,0
15055,Yes,2.University,Single,49,11381.2789,602.2,0
42154,No,2.University,Single,34,39331.1875,2531.6488,0
