LIMIT_BAL;CHECKING_ACCOUNT;EDUCATION;MARRIAGE;AGE;BILL_AMT;PAY_AMT1;DEFAULT_AMT
45165;Yes;3.Graduate School;Single;28;33197,7805;1656,05;0
39143;Yes;3.Graduate School;Single;25;709,3916;0;1
60220;Yes;3.Graduate School;Single;26;27465,1376;996,9421;0
33121;Yes;2.University;Single;23;30699,5538;1512,4253;0
90330;Yes;3.Graduate School;Married;40;1186,0329;1186,0329;0
114418;Yes;2.University;Married;30;222,2118;222,2118;0
96352;Yes;3.Graduate School;Single;35;65809,9215;3011;0
27099;No;1.High School;Married;62;24688,6945;752,75;0
12044;Yes;3.Graduate School;Single;27;4264,4793;4264,4793;0
15055;Yes;2.University;Married;40;13403,4665;603,7055;0
63231;Yes;3.Graduate School;Single;24;34259,7602;34259,7602;0
84308;Yes;2.University;Single;35;360,7178;360,7178;0
84308;Yes;3.Graduate School;Married;41;24462,5684;903,3;0
78286;Yes;3.Graduate School;Single;33;147,8401;147,8401;0
27099;No;2.University;Married;41;23086,5414;23086,5414;0
9033;Yes;1.High School;Single;27;4229,2506;391,43;0
114418;No;2.University;Married;48;88726,6425;3914,3;0
24088;Yes;2.University;Single;22;12384,5441;0;1
15055;Yes;3.Graduate School;Single;25;14712,3482;1174,29;0
54198;No;3.Graduate School;Married;49;19697,962;903,3;0
114418;No;1.High School;Single;33;1123,4041;1123,4041;0
33121;Yes;3.Graduate School;Single;27;9593,046;511,87;0
60220;No;3.Graduate School;Married;44;476,3402;476,3402;0
45165;Yes;3.Graduate School;Married;35;12689,5584;6090,6508;0
18066;No;2.University;Married;40;17505,6529;708,7894;0
60220;Yes;2.University;Single;30;46983,9451;2205,5575;0
27099;Yes;2.University;Married;35;17440,3142;812,97;0
45165;Yes;3.Graduate School;Single;32;140,9148;140,9148;0
6022;No;1.High School;Single;23;2660,2185;0;1
45165;Yes;1.High School;Married;34;29683,3413;1505,5;0
54198;No;3.Graduate School;Single;34;4782,6724;301,1;0
9033;Yes;1.High School;Single;59;7456,4404;1012,5993;0
6022;Yes;3.Graduate School;Single;22;3124,5147;696,4443;0
120440;Yes;3.Graduate School;Married;36;2526,8312;2526,8312;0
63231;Yes;3.Graduate School;Single;27;2563,2643;451,65;0
36132;No;1.High School;Married;38;23679,1062;903,3;0
60220;Yes;3.Graduate School;Single;26;534,7536;534,7536;0
48176;Yes;2.University;Single;37;43293,9646;60,22;0
75275;No;1.High School;Married;51;461,5863;461,5863;0
42154;No;1.High School;Married;56;2380,4966;391,1289;0
66242;Yes;3.Graduate School;Single;24;47747,8358;2137,81;0
9033;Yes;1.High School;Married;29;3814,3348;0;1
78286;No;3.Graduate School;Single;35;43759,7663;0;1
114418;Yes;2.University;Married;30;90306,5142;3312,1;0
57209;Yes;3.Graduate School;Single;44;55477,3739;2408,8;0
9033;Yes;2.University;Married;38;4627,0037;467,6083;0
90330;Yes;3.Graduate School;Married;39;1748,1866;8,7319;0
6022;No;2.University;Married;27;5795,5728;858,135;0
6022;No;2.University;Married;35;5967,5009;907,2143;0
24088;Yes;1.High School;Single;22;11863,34;722,64;0
72264;No;2.University;Married;33;69070,5334;2408,8;0
27099;Yes;1.High School;Single;26;4733,8942;382,0959;0
30110;Yes;2.University;Married;43;22671,6256;1204,4;0
54198;No;2.University;Married;38;1388,6732;602,2;0
81297;Yes;2.University;Single;26;3676,7321;391,43;0
108396;Yes;2.University;Married;35;9701,1409;481,76;0
36132;No;2.University;Married;38;12634,156;602,2;0
39143;Yes;1.High School;Single;27;31774,7819;1595,83;0
18066;Yes;1.High School;Single;45;12009,6746;519,6986;0
18066;No;2.University;Married;36;14248,052;602,2;0
36132;Yes;1.High School;Single;31;117,429;117,429;0
39143;No;1.High School;Single;33;28714,4015;1806,6;0
108396;Yes;3.Graduate School;Married;31;138,506;138,506;0
3011;No;1.High School;Single;24;1530,1902;1530,1902;0
72264;Yes;3.Graduate School;Married;40;752,75;0;1
48176;Yes;2.University;Married;40;44018,7123;3649,6331;0
84308;Yes;3.Graduate School;Married;30;64741,6187;2455,4705;0
57209;Yes;2.University;Single;26;3011;3011;0
15055;No;2.University;Married;48;5520,3674;390,8278;0
63231;Yes;1.High School;Married;33;9862,8316;602,2;0
36132;Yes;3.Graduate School;Single;26;29890,4981;1334,4752;0
45165;Yes;3.Graduate School;Single;31;863,8559;863,8559;0
15055;No;3.Graduate School;Single;23;7958,3741;26,4968;0
72264;Yes;3.Graduate School;Single;29;4690,8369;3017,9253;0
6022;No;3.Graduate School;Single;26;948,465;948,465;0
24088;Yes;2.University;Single;24;23704,3986;873,19;0
42154;Yes;2.University;Married;28;26915,6301;965,0255;0
15055;Yes;2.University;Single;25;8245,0213;602,2;0
27099;Yes;1.High School;Married;53;18825,0731;678,9805;0
192704;No;3.Graduate School;Single;36;20743,0801;1204,4;0
108396;No;3.Graduate School;Single;31;15867,3678;15867,3678;0
39143;Yes;2.University;Married;33;438,4016;438,4016;0
63231;Yes;3.Graduate School;Married;34;62394,5442;3205,5106;0
57209;No;3.Graduate School;Single;36;33024,0458;1565,72;0
3011;No;1.High School;Single;25;117,429;117,429;0
9033;Yes;3.Graduate School;Married;24;795,8073;795,8073;0
42154;Yes;3.Graduate School;Single;25;4221,7231;0;1
51187;Yes;2.University;Single;30;41115,8072;5744,3858;0
6022;Yes;2.University;Single;24;2494,3124;687,7124;0
33121;No;2.University;Married;49;15924,5768;578,4131;0
45165;Yes;3.Graduate School;Single;28;33605,1688;964,1222;0
15055;Yes;2.University;Single;43;8267,3027;465,8017;0
15055;No;1.High School;Married;50;14916,494;632,31;0
3011;Yes;2.University;Single;22;992,7267;321,2737;0
84308;Yes;3.Graduate School;Single;38;4218,7121;602,2;0
42154;Yes;2.University;Married;28;40364,5627;2107,7;0
42154;No;3.Graduate School;Married;34;31664,2782;1505,5;0
90330;No;3.Graduate School;Married;45;55915,1733;2058,0185;0
9033;Yes;2.University;Married;26;8457,899;451,65;0
60220;No;1.High School;Married;47;57105,7227;3011;0
81297;Yes;2.University;Single;26;15785,1675;15785,1675;0
3011;No;2.University;Single;26;722,64;0;1
15055;Yes;1.High School;Single;22;5542,6488;0;1
33121;Yes;2.University;Single;26;20249,2761;755,761;0
111407;No;3.Graduate School;Single;30;1072,8193;1072,8193;0
15055;No;2.University;Single;23;433,584;361,32;0
3011;No;2.University;Single;37;444,1225;444,1225;0
54198;Yes;3.Graduate School;Single;27;36022,0985;6774,75;0
18066;Yes;2.University;Married;59;17798,3221;1084,2611;0
27099;Yes;3.Graduate School;Married;43;18513,1335;1506,4033;0
84308;Yes;1.High School;Married;61;44258,689;2107,7;0
60220;No;3.Graduate School;Single;28;6679,0002;6679,0002;0
39143;No;2.University;Single;29;18837,4182;684,0992;0
60220;Yes;2.University;Single;28;18154,5234;0;1
15055;Yes;2.University;Single;26;9178,4313;482,6633;0
69253;Yes;3.Graduate School;Married;30;8450,0704;8450,0704;0
66242;No;3.Graduate School;Married;40;44358,9553;6022;0
15055;No;1.High School;Single;41;14697,8954;660,6134;0
54198;Yes;2.University;Single;26;2807,4564;602,2;0
96352;No;2.University;Single;44;8667,1635;8667,1635;0
3011;Yes;1.High School;Married;41;234,858;234,858;0
96352;Yes;3.Graduate School;Single;31;1643,4038;1643,4038;0
75275;No;2.University;Single;30;52194,7817;1964,0753;0
9033;No;2.University;Single;24;6140,3323;0;1
78286;No;2.University;Single;31;98,1586;98,1586;0
39143;Yes;2.University;Married;37;36592,683;1810,5143;0
54198;Yes;3.Graduate School;Married;30;45862,6487;2258,25;0
81297;Yes;3.Graduate School;Single;27;61550,2598;2860,45;0
24088;Yes;1.High School;Single;30;11516,1717;651,8815;0
9033;Yes;3.Graduate School;Single;27;442,617;316,7572;0
102374;Yes;2.University;Single;33;90819,5886;3101,33;0
63231;Yes;2.University;Married;26;60952,2752;2709,9;0
213781;No;2.University;Single;33;5073,2339;5073,2339;0
15055;Yes;2.University;Single;23;11887,428;492,2985;0
57209;No;3.Graduate School;Single;35;7082,4742;544,0877;0
120440;Yes;3.Graduate School;Single;32;15622,8746;1505,5;0
6022;Yes;2.University;Married;23;5307,1886;504,0414;0
6022;Yes;3.Graduate School;Single;25;5377,3449;0;1
6022;Yes;2.University;Married;29;3522,87;0;1
6022;No;2.University;Single;23;1936,9763;602,2;0
69253;Yes;3.Graduate School;Single;43;11821,4871;1505,5;0
54198;No;2.University;Married;37;10211,8065;10211,8065;0
84308;No;2.University;Married;41;936,421;936,421;0
153561;Yes;3.Graduate School;Single;36;64592,5742;3003,4725;0
45165;No;2.University;Married;40;43609,2163;2107,7;0
6022;No;1.High School;Single;26;5788,3464;494,1051;0
33121;Yes;1.High School;Married;38;26705,7634;1062,883;0
69253;Yes;3.Graduate School;Single;34;177,9501;0;1
54198;Yes;3.Graduate School;Single;27;38186,1042;1505,5;0
69253;Yes;1.High School;Single;36;4074,7863;461,5863;0
150550;Yes;3.Graduate School;Single;30;1668,9973;1668,9973;0
42154;Yes;2.University;Single;27;37224,993;2723,1484;0
15055;No;3.Graduate School;Single;30;9260,6316;602,2;0
15055;Yes;2.University;Married;45;6696,7651;602,2;0
45165;Yes;2.University;Single;28;26750,9284;1505,5;0
15055;Yes;2.University;Married;46;14802,076;734,0818;0
42154;Yes;3.Graduate School;Married;40;20784,0297;933,41;0
42154;Yes;3.Graduate School;Single;30;30040,4459;1505,5;0
15055;Yes;2.University;Single;24;92,1366;92,1366;0
9033;Yes;2.University;Single;24;8297,7138;1069,2061;0
69253;No;2.University;Single;32;49502,6466;2248,6148;0
45165;Yes;2.University;Single;26;29013,3938;1505,5;0
33121;Yes;3.Graduate School;Married;41;45,165;0;1
45165;Yes;2.University;Married;44;5853,384;607,9209;0
60220;Yes;1.High School;Married;46;1683,149;1683,149;0
54198;Yes;1.High School;Single;33;59,9189;59,9189;0
60220;Yes;3.Graduate School;Single;30;81,5981;81,5981;0
69253;Yes;2.University;Married;45;32,2177;32,2177;0
24088;No;3.Graduate School;Single;29;5332,1799;907,8165;0
87319;Yes;2.University;Married;53;59,9189;59,9189;0
18066;Yes;1.High School;Married;41;16847,4483;790,9897;0
60220;Yes;2.University;Single;25;2390,734;0;1
15055;Yes;1.High School;Married;54;4877,82;478,1468;0
15055;No;1.High School;Single;24;7981,5588;0;1
69253;Yes;2.University;Married;43;26212,2605;1292,6223;0
39143;Yes;3.Graduate School;Single;29;36050,1008;4548,7177;0
24088;Yes;1.High School;Married;39;605,8132;605,8132;0
36132;Yes;3.Graduate School;Single;31;25013,8825;1338,3895;0
60220;Yes;2.University;Married;34;1351,939;338,7375;0
90330;No;1.High School;Single;34;1134,2437;1134,2437;0
60220;Yes;2.University;Married;36;1227,8858;1227,8858;0
24088;Yes;2.University;Married;46;10818,523;602,2;0
24088;Yes;1.High School;Single;32;12607,9603;12607,9603;0
18066;Yes;3.Graduate School;Single;25;15957,3967;582,6285;0
9033;Yes;2.University;Married;30;7813,2439;451,65;0
90330;Yes;2.University;Married;42;96,0509;96,0509;0
30110;Yes;3.Graduate School;Married;38;20645,2226;1505,5;0
87319;Yes;3.Graduate School;Single;31;4802,545;415,518;0
21077;Yes;2.University;Single;24;482,3622;482,3622;0
51187;Yes;3.Graduate School;Single;26;33087,5779;1083,96;0
24088;Yes;2.University;Married;36;18199,9895;752,75;0
30110;Yes;2.University;Married;41;29499,3692;1452,8075;0
60220;No;2.University;Single;26;32225,8297;1656,05;0
6022;No;2.University;Single;22;3080,8552;662,42;0
150550;No;3.Graduate School;Married;38;7936,3938;7936,3938;0
30110;Yes;2.University;Single;25;29349,1203;1083,96;0
105385;No;3.Graduate School;Married;55;1902,3498;1902,3498;0
15055;Yes;2.University;Single;24;6984,3156;0;1
102374;Yes;2.University;Married;52;96274,3162;3643,31;0
54198;Yes;2.University;Married;29;7921,941;541,98;0
66242;Yes;3.Graduate School;Married;32;5045,8338;0;1
24088;No;3.Graduate School;Single;26;15312,4405;782,86;0
15055;Yes;2.University;Married;32;13233,9472;451,65;0
30110;No;2.University;Single;26;18800,0818;1204,4;0
60220;No;3.Graduate School;Single;27;22970,0157;9101,9519;0
144528;Yes;3.Graduate School;Married;45;3290,4208;303,5088;0
51187;Yes;2.University;Married;34;10424,6842;422,1422;0
6022;Yes;3.Graduate School;Single;25;5090,3966;413,1092;0
24088;No;2.University;Married;28;8727,0824;398,6564;0
90330;No;2.University;Married;31;66644,2696;3082,0596;0
45165;No;3.Graduate School;Single;29;3663,1826;3663,1826;0
15055;Yes;2.University;Single;24;2899,8941;2899,8941;0
27099;Yes;2.University;Married;45;2712,6099;2712,6099;0
21077;Yes;3.Graduate School;Single;24;5082,2669;451,65;0
120440;No;3.Graduate School;Married;42;11115,4076;1229,9935;0
3011;No;2.University;Single;36;2830,34;701,2619;0
24088;No;3.Graduate School;Single;27;19072,2762;3011;0
21077;No;3.Graduate School;Single;33;19704,8873;970,7464;0
30110;No;1.High School;Married;44;9420,5157;602,2;0
54198;No;3.Graduate School;Single;32;23248,8343;884,3307;0
66242;No;3.Graduate School;Married;45;46164,652;0;1
60220;No;3.Graduate School;Single;47;209,5656;209,5656;0
39143;Yes;2.University;Single;25;15017,0614;0;1
60220;No;2.University;Married;47;117,1279;117,1279;0
51187;Yes;3.Graduate School;Married;44;4788,3933;4788,3933;0
42154;No;3.Graduate School;Single;30;1928,5455;1928,5455;0
60220;Yes;1.High School;Single;26;7510,3373;903,3;0
60220;No;1.High School;Single;33;52310,4041;2137,81;0
15055;No;2.University;Married;33;2769,8189;602,2;0
150550;Yes;3.Graduate School;Single;37;489,2875;489,2875;0
27099;Yes;2.University;Single;30;22275,378;1008,685;0
150550;No;3.Graduate School;Single;36;312,5418;312,5418;0
24088;Yes;1.High School;Married;33;23038,0643;1015,6103;0
69253;No;1.High School;Married;53;2834,2543;2834,2543;0
36132;Yes;3.Graduate School;Single;30;125,2576;125,2576;0
57209;Yes;1.High School;Married;56;19053,0058;848,4998;0
150550;No;2.University;Married;50;74302,447;5049,447;0
9033;Yes;2.University;Single;21;8560,273;542,5822;0
15055;Yes;2.University;Married;25;10359,9477;1023,74;0
9033;Yes;2.University;Married;28;3003,4725;511,87;0
6022;No;2.University;Married;49;3172,0885;605,211;0
60220;No;3.Graduate School;Married;43;6487,5006;602,2;0
132484;No;3.Graduate School;Married;31;80463,8563;0;1
123451;No;3.Graduate School;Single;33;263,1614;263,1614;0
33121;No;3.Graduate School;Married;36;32464,3009;1505,5;0
54198;Yes;1.High School;Married;42;805,4425;805,4425;0
45165;Yes;3.Graduate School;Married;46;6870,1987;416,1202;0
150550;Yes;2.University;Married;41;22184,7469;19636,2365;0
105385;Yes;2.University;Married;35;7920,4355;7920,4355;0
60220;Yes;2.University;Married;36;1358,2621;1358,2621;0
24088;Yes;1.High School;Married;39;1505,5;1505,5;0
84308;Yes;3.Graduate School;Single;29;3717,0795;3717,0795;0
39143;Yes;2.University;Single;23;36549,3246;3635,1803;0
48176;Yes;2.University;Married;49;23489,7143;1204,4;0
6022;Yes;2.University;Single;23;722,64;0;1
90330;Yes;2.University;Single;32;8148,3682;397,7531;0
30110;Yes;3.Graduate School;Single;32;28910,7187;1144,18;0
150550;No;3.Graduate School;Married;55;1492,5527;0;1
60220;Yes;2.University;Married;27;54928,7697;1565,72;0
108396;Yes;3.Graduate School;Single;30;22447,005;3011;0
120440;No;2.University;Single;29;5948,5316;0;1
9033;No;2.University;Married;58;1434,7415;1434,7415;0
15055;No;2.University;Married;55;13043,9531;0;1
69253;Yes;3.Graduate School;Married;51;691,0245;691,0245;0
15055;Yes;3.Graduate School;Single;49;45,165;0;1
69253;No;3.Graduate School;Married;44;245,3965;245,3965;0
69253;Yes;3.Graduate School;Single;48;49608,3327;2348,58;0
51187;Yes;3.Graduate School;Single;36;250,5152;250,5152;0
45165;Yes;2.University;Married;36;42469,5528;2107,7;0
27099;Yes;2.University;Married;27;5324,6524;5324,6524;0
36132;Yes;2.University;Single;45;28303,4;602,2;0
6022;Yes;1.High School;Married;56;4260,565;451,65;0
84308;Yes;3.Graduate School;Married;41;2063,1372;2063,1372;0
27099;Yes;2.University;Single;28;11971,4349;602,2;0
81297;No;2.University;Single;27;27512,4103;1806,6;0
24088;Yes;2.University;Married;41;22925,1518;1053,85;0
69253;Yes;2.University;Married;41;51368,5633;2408,8;0
15055;Yes;2.University;Married;30;250,5152;250,5152;0
75275;No;3.Graduate School;Married;48;1600,9487;1600,9487;0
66242;Yes;3.Graduate School;Single;42;9491,5753;9491,5753;0
9033;Yes;3.Graduate School;Married;38;8142,3462;602,2;0
30110;Yes;2.University;Single;26;4574,6123;369,4497;0
45165;Yes;3.Graduate School;Single;25;44610,0727;2438,91;0
201737;No;3.Graduate School;Single;28;27441,3507;1505,5;0
60220;No;3.Graduate School;Married;36;14846,3377;14846,3377;0
15055;Yes;2.University;Married;41;4627,907;0;1
24088;Yes;2.University;Single;64;21646,6812;117,429;0
3011;No;3.Graduate School;Single;23;316,155;0;1
42154;Yes;3.Graduate School;Married;37;40161,9224;3312,1;0
9033;Yes;2.University;Single;21;3395,2036;685,3036;0
60220;No;2.University;Single;36;29371,1006;1457,6251;0
27099;Yes;2.University;Single;24;8964,6503;1083,96;0
39143;Yes;2.University;Married;52;29644,8005;0;1
48176;Yes;2.University;Single;26;2307,3293;2307,3293;0
45165;Yes;3.Graduate School;Single;34;3266,3328;3266,3328;0
24088;Yes;3.Graduate School;Single;26;200,5326;200,5326;0
18066;Yes;1.High School;Married;40;13517,2823;13517,2823;0
15055;No;2.University;Married;38;15009,2328;662,42;0
60220;Yes;1.High School;Married;35;51649,1885;2408,8;0
60220;No;3.Graduate School;Married;31;21697,8682;6022;0
69253;No;3.Graduate School;Married;33;67768,577;3613,2;0
15055;No;2.University;Married;38;4482,7768;602,2;0
18066;Yes;1.High School;Single;51;17299,7005;705,1762;0
54198;No;2.University;Married;47;443,5203;443,5203;0
42154;Yes;2.University;Married;36;150,8511;150,8511;0
36132;No;3.Graduate School;Married;35;35268,1441;2107,7;0
60220;Yes;3.Graduate School;Married;39;57742,5492;2196,2234;0
36132;Yes;2.University;Married;36;34512,3831;0;1
15055;Yes;1.High School;Single;23;3418,6894;359,2123;0
9033;Yes;1.High School;Single;51;6185,4973;1505,5;0
72264;No;3.Graduate School;Married;35;6560,969;6560,969;0
15055;Yes;2.University;Single;24;6622,3934;511,87;0
75275;Yes;2.University;Married;29;37432,752;1595,83;0
45165;Yes;3.Graduate School;Married;39;23337,0566;0;1
9033;Yes;1.High School;Married;47;3163,6577;3163,6577;0
147539;No;3.Graduate School;Married;29;32,8199;32,8199;0
54198;Yes;2.University;Married;60;53342,5749;782,86;0
144528;No;3.Graduate School;Married;47;21224,539;767,2028;0
105385;No;3.Graduate School;Single;27;20567,8399;20567,8399;0
72264;Yes;3.Graduate School;Single;27;2725,2561;2725,2561;0
84308;Yes;3.Graduate School;Single;30;50,5848;50,5848;0
45165;Yes;2.University;Married;39;9313,023;1505,5;0
96352;No;2.University;Single;30;9117,9102;407,3883;0
6022;Yes;2.University;Single;22;352,287;352,287;0
15055;Yes;1.High School;Married;36;14032,7655;624,7825;0
84308;No;3.Graduate School;Single;33;62441,5158;2673,4669;0
135495;Yes;2.University;Married;53;766,2995;766,2995;0
78286;Yes;3.Graduate School;Single;53;70970,4744;9033;0
150550;No;3.Graduate School;Married;56;26800,6099;977,9728;0
141517;No;3.Graduate School;Single;35;111861,9621;4548,7177;0
45165;Yes;2.University;Single;23;8983,6196;6033,7429;0
30110;No;3.Graduate School;Single;38;8155,2935;903,3;0
66242;No;2.University;Single;39;4726,0656;4726,0656;0
90330;Yes;3.Graduate School;Single;37;8823,7355;0;1
9033;Yes;3.Graduate School;Single;34;7450,4184;420,3356;0
9033;Yes;3.Graduate School;Single;24;49,6815;49,6815;0
66242;No;1.High School;Married;44;114,418;114,418;0
21077;Yes;3.Graduate School;Married;62;20918,6214;1204,4;0
99363;Yes;2.University;Single;40;38409,5204;0;1
69253;No;3.Graduate School;Single;28;5509,5278;5509,5278;0
15055;No;1.High School;Married;49;2899,593;353,1903;0
108396;No;2.University;Single;31;84662,6958;4253,9408;0
117429;Yes;2.University;Single;37;93151,0059;3946,2166;0
9033;Yes;2.University;Married;27;3863,113;903,3;0
36132;Yes;1.High School;Single;32;21047,7933;939,432;0
6022;Yes;2.University;Married;27;4949,1807;451,65;0
15055;Yes;2.University;Married;48;445,0258;445,0258;0
69253;Yes;3.Graduate School;Single;27;598,5868;598,5868;0
15055;No;2.University;Single;25;9466,584;0;1
9033;No;1.High School;Single;28;7816,8571;1204,4;0
27099;No;1.High School;Single;29;19629,3112;1204,4;0
45165;Yes;3.Graduate School;Married;29;959,9068;959,9068;0
30110;Yes;2.University;Married;35;17932,3116;0;1
21077;Yes;3.Graduate School;Single;24;9372,6408;1562,709;0
129473;Yes;2.University;Single;27;79,1893;79,1893;0
45165;No;3.Graduate School;Single;31;4231,6594;4231,6594;0
45165;Yes;2.University;Married;28;5614,3106;602,2;0
15055;No;2.University;Single;25;10104,6149;9055,2814;0
90330;No;3.Graduate School;Single;31;283,9373;281,2274;0
15055;Yes;2.University;Married;44;12617,8966;908,1176;0
114418;No;3.Graduate School;Married;53;230,9437;230,9437;0
108396;No;2.University;Single;28;6842,7986;2141,7243;0
15055;No;2.University;Single;41;12996,3793;584,7362;0
9033;No;2.University;Married;49;4821,2132;1111,059;0
9033;Yes;1.High School;Married;37;8303,7358;571,4878;0
78286;No;3.Graduate School;Married;38;361,0189;361,0189;0
60220;Yes;3.Graduate School;Single;29;2542,7895;903,3;0
15055;No;3.Graduate School;Married;56;3885,9966;336,3287;0
147539;No;1.High School;Married;28;32426,0612;1221,2616;0
150550;No;3.Graduate School;Single;29;4745,336;903,3;0
66242;No;2.University;Married;46;48125,7163;1746,38;0
45165;Yes;3.Graduate School;Single;30;40221,5402;2408,8;0
15055;Yes;2.University;Married;34;13745,215;602,2;0
15055;No;2.University;Married;52;12432,419;692,53;0
30110;Yes;3.Graduate School;Single;26;23725,7767;1075,5292;0
93341;Yes;2.University;Single;25;6629,3187;2655,702;0
153561;Yes;3.Graduate School;Married;35;16583,3836;1505,5;0
60220;No;2.University;Married;41;416,4213;295,078;0
15055;No;1.High School;Married;43;3431,3356;1170,3757;0
90330;Yes;3.Graduate School;Single;38;2918,2612;0;1
9033;No;2.University;Single;27;587,145;587,145;0
18066;Yes;3.Graduate School;Single;27;251,7196;251,7196;0
42154;Yes;2.University;Single;23;8070,9855;481,76;0
15055;Yes;2.University;Single;32;8590,383;514,5799;0
27099;Yes;1.High School;Single;28;26183,656;1264,62;0
57209;Yes;2.University;Married;34;47041,4552;6455,584;0
45165;Yes;3.Graduate School;Single;29;44261,3989;2029,414;0
117429;Yes;2.University;Single;28;352,287;352,287;0
9033;No;1.High School;Married;47;8973,6833;477,5446;0
72264;No;3.Graduate School;Married;60;56782,3413;2108,0011;0
9033;No;1.High School;Single;25;8663,5503;5663,0888;0
150550;Yes;3.Graduate School;Single;28;17925,6874;602,5011;0
18066;Yes;2.University;Single;29;12681,4287;507,3535;0
60220;No;1.High School;Married;30;44593,8133;2107,7;0
24088;No;2.University;Married;31;18735,3453;613,0396;0
63231;No;2.University;Married;30;10019,1025;481,76;0
3011;No;2.University;Single;27;2407,2945;602,2;0
150550;No;2.University;Married;44;28104,0718;1204,4;0
72264;Yes;3.Graduate School;Married;37;36060,9404;1685,5578;0
81297;No;3.Graduate School;Single;29;54688,4919;2107,7;0
15055;No;2.University;Single;25;5676,0361;1441,6668;0
36132;Yes;3.Graduate School;Single;36;22891,1275;1035,1818;0
78286;Yes;3.Graduate School;Single;28;38906,3354;1806,6;0
108396;No;3.Graduate School;Married;38;1223,0682;1223,0682;0
63231;Yes;3.Graduate School;Single;30;239,3745;239,3745;0
117429;No;3.Graduate School;Single;29;4792,9098;4792,9098;0
12044;No;2.University;Married;36;11441,4989;1114,07;0
60220;No;1.High School;Married;43;382,397;382,397;0
24088;Yes;2.University;Married;37;1153,8152;1153,8152;0
18066;Yes;2.University;Single;27;4210,2813;602,2;0
39143;Yes;2.University;Single;39;15789,684;1053,85;0
30110;Yes;2.University;Single;29;5730,5352;534,4525;0
6022;No;2.University;Married;45;1297,1388;391,43;0
138506;No;3.Graduate School;Single;34;12944,5901;786,7743;0
24088;No;3.Graduate School;Single;26;22921,5386;2281,1336;0
72264;Yes;3.Graduate School;Single;28;64579,0247;3011;0
60220;Yes;1.High School;Married;38;22638,8057;1083,96;0
78286;Yes;3.Graduate School;Married;53;249,0097;249,0097;0
27099;Yes;2.University;Married;38;27002,648;1174,29;0
84308;Yes;2.University;Married;47;8012,271;484,771;0
36132;No;2.University;Single;29;25634,1485;0;1
120440;Yes;3.Graduate School;Single;27;42,154;42,154;0
15055;Yes;3.Graduate School;Married;55;7952,3521;534,4525;0
3011;Yes;3.Graduate School;Single;23;722,64;0;1
21077;No;2.University;Single;26;20351,6501;754,5566;0
63231;No;3.Graduate School;Married;30;19088,5356;692,53;0
42154;Yes;2.University;Married;39;1108,048;1108,048;0
33121;Yes;3.Graduate School;Single;32;17123,8581;364,331;0
6022;Yes;1.High School;Single;54;3053,154;602,2;0
66242;Yes;2.University;Married;36;41989,2983;1535,61;0
9033;No;3.Graduate School;Single;26;7580,7947;0;1
45165;Yes;3.Graduate School;Single;32;12085,8529;3011;0
42154;No;1.High School;Single;30;25625,7177;993,63;0
24088;Yes;2.University;Married;48;23412,6327;681,6904;0
60220;Yes;3.Graduate School;Married;33;26575,6882;1051,7423;0
15055;Yes;2.University;Single;22;11045,5524;474,2325;0
57209;No;2.University;Married;51;22625,5573;1011,3949;0
141517;Yes;3.Graduate School;Single;40;4432,7942;374,2673;0
84308;No;3.Graduate School;Married;55;1480,5087;1480,5087;0
138506;Yes;3.Graduate School;Single;26;4921,4795;4921,4795;0
102374;Yes;2.University;Single;32;30401,1637;1806,6;0
33121;No;2.University;Single;27;31642,2979;1806,6;0
132484;Yes;2.University;Single;27;8138,1308;3014,3121;0
27099;Yes;2.University;Single;23;1848,754;1848,754;0
21077;Yes;2.University;Single;24;15999,5507;722,64;0
9033;Yes;2.University;Single;24;2370,2592;301,1;0
36132;Yes;2.University;Single;49;676,2706;391,43;0
90330;Yes;2.University;Single;27;2804,4454;2804,4454;0
18066;Yes;3.Graduate School;Single;25;3087,1783;1505,5;0
54198;No;2.University;Single;36;30,11;30,11;0
9033;Yes;3.Graduate School;Single;43;5626,9568;451,65;0
108396;No;3.Graduate School;Single;35;5007,293;5007,293;0
45165;No;3.Graduate School;Married;49;4474,346;4474,346;0
21077;Yes;3.Graduate School;Single;28;6533,5689;602,2;0
45165;Yes;2.University;Married;44;16712,2544;4516,5;0
150550;No;3.Graduate School;Married;52;13106,2808;13106,2808;0
42154;No;3.Graduate School;Single;28;40318,4944;1927,04;0
3011;No;3.Graduate School;Single;24;1949,9236;752,75;0
63231;No;2.University;Married;35;39632,8897;1386,8666;0
6022;No;2.University;Single;27;4522,522;451,65;0
72264;No;3.Graduate School;Married;44;658,8068;658,8068;0
9033;No;2.University;Single;51;7784,9405;0;1
135495;Yes;2.University;Married;38;4518,0055;4518,0055;0
18066;Yes;1.High School;Single;40;6121,0619;6121,0619;0
30110;Yes;2.University;Single;30;17085,9195;843,3811;0
150550;No;3.Graduate School;Married;49;8673,1855;8673,1855;0
15055;No;1.High School;Married;51;670,8508;670,8508;0
24088;Yes;2.University;Married;35;12133,4267;12133,4267;0
6022;Yes;2.University;Single;22;2254,3357;602,2;0
150550;No;3.Graduate School;Single;43;43222,3028;1505,5;0
42154;Yes;3.Graduate School;Single;31;16642,0981;614,8462;0
150550;Yes;2.University;Single;29;109687,1168;3783,0204;0
15055;No;2.University;Single;24;13560,3396;903,3;0
